Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
119,Kris Dunn,PG,29,UTA,20,279,11.4,.561,.289,.120,4.3,13.8,9.0,28.3,1.7,0.7,22.9,16.9,,0.1,0.1,0.2,.036,,-2.8,-0.6,-3.4,-0.1,dunnkr01
120,Kevin Durant,PF,35,PHO,23,844,24.4,.633,.223,.401,1.3,16.9,9.5,28.0,1.1,2.6,12.2,32.8,,2.2,0.8,3.0,.173,,6.2,-0.2,6.0,1.7,duranke01
121,Jalen Duren,C,20,DET,14,404,16.9,.632,.016,.220,12.6,29.7,20.9,13.2,0.9,3.9,21.4,18.4,,0.2,0.4,0.6,.073,,-1.7,0.8,-0.9,0.1,durenja01
122,Tari Eason,PF,22,HOU,17,357,17.4,.550,.275,.221,10.6,26.5,18.7,8.9,2.2,4.5,10.6,19.7,,0.2,0.8,1.1,.145,,0.3,2.2,2.5,0.4,easonta01
123,Anthony Edwards,SG,22,MIN,23,782,19.3,.567,.332,.296,2.4,14.7,9.0,24.8,1.9,1.2,12.1,31.6,,0.7,1.5,2.2,.134,,2.2,1.1,3.4,1.0,edwaran01
124,Kessler Edwards,SF,23,SAC,21,115,8.9,.533,.613,.065,2.8,15.0,8.7,6.8,0.8,1.5,3.0,12.1,,0.1,0.1,0.1,.062,,-1.9,-0.9,-2.8,0.0,edwarke02
125,Keon Ellis,SG,24,SAC,19,262,11.9,.622,.862,.231,2.5,10.1,6.1,14.4,2.2,3.0,15.4,13.7,,0.2,0.3,0.5,.095,,-0.6,1.2,0.6,0.2,elliske01
126,Joel Embiid,C,29,PHI,24,819,35.0,.652,.149,.537,9.5,28.3,19.1,31.3,1.6,4.8,12.2,37.8,,3.9,1.7,5.6,.328,,9.1,3.5,12.6,3.0,embiijo01
127,Drew Eubanks,C,26,PHO,26,444,15.5,.659,.018,.330,9.9,18.7,14.5,10.2,0.9,5.6,19.5,15.5,,0.5,0.6,1.1,.119,,-2.0,0.4,-1.6,0.0,eubandr01
128,Dante Exum,PG,28,DAL,24,418,18.1,.656,.331,.239,3.6,14.6,9.0,19.5,1.5,0.8,8.7,17.5,,1.1,0.3,1.5,.168,,1.8,0.0,1.8,0.4,exumda01
129,Bruno Fernando,C,25,ATL,7,33,13.9,.536,.063,.375,16.2,23.9,19.9,4.5,0.0,2.6,17.7,28.0,,0.0,0.0,0.0,-0.016,,-3.9,-3.8,-7.8,0.0,fernabr01
130,Dorian Finney-Smith,PF,30,BRK,25,733,12.0,.613,.667,.039,7.2,10.8,9.0,5.6,1.1,1.8,9.5,13.4,,1.0,0.5,1.4,.093,,-0.3,-0.5,-0.8,0.2,finnedo01
131,Malachi Flynn,PG,25,TOR,27,440,10.1,.534,.567,.173,2.4,12.2,7.2,19.4,1.8,1.0,17.0,15.9,,0.0,0.4,0.5,.050,,-3.1,0.5,-2.6,-0.1,flynnma01
132,Simone Fontecchio,SF,28,UTA,26,540,11.2,.591,.676,.142,4.4,10.8,7.6,8.5,1.1,2.0,12.2,16.4,,0.4,0.2,0.6,.053,,-0.5,-1.6,-2.1,0.0,fontesi01
133,Jordan Ford,PG,25,SAC,6,22,16.6,.761,.429,.286,0.0,10.4,5.0,13.0,0.0,0.0,11.3,17.1,,0.1,0.0,0.1,.145,,3.4,-1.6,1.8,0.0,fordjo01
134,Trent Forrest,SG,25,ATL,7,61,5.7,.298,.067,.267,7.0,7.4,7.2,22.6,1.6,0.0,15.2,13.2,,-0.1,0.0,0.0,-0.036,,-4.9,-0.9,-5.7,-0.1,forretr01
135,Evan Fournier,SG,31,NYK,1,16,-3.2,.167,.667,.000,0.0,7.0,3.5,7.8,3.1,0.0,0.0,15.9,,-0.1,0.0,-0.1,-0.152,,-14.8,-0.8,-15.6,-0.1,fournev01
136,De'Aaron Fox,PG,26,SAC,20,699,23.5,.595,.379,.368,2.8,11.3,6.9,30.5,2.1,0.7,9.0,33.6,,1.7,0.6,2.3,.155,,5.3,-0.8,4.5,1.1,foxde01
137,Alex Fudge,SF,20,LAL,4,14,-1.8,.291,.333,.333,16.2,0.0,7.7,0.0,0.0,0.0,12.7,24.3,,-0.1,0.0,-0.1,-0.212,,-9.9,-8.2,-18.1,-0.1,fudgeal01
138,Markelle Fultz,PG,25,ORL,5,143,13.5,.493,.054,.071,6.3,7.2,6.8,21.0,2.0,1.3,9.4,18.9,,0.0,0.2,0.2,.082,,-1.1,1.3,0.3,0.1,fultzma01
139,Daniel Gafford,C,25,WAS,23,583,19.4,.708,.000,.411,12.0,20.8,16.4,9.5,1.0,6.8,12.7,14.2,,1.6,0.4,2.0,.164,,-0.5,0.6,0.1,0.3,gaffoda01
140,Danilo Gallinari,PF,35,WAS,23,351,14.1,.589,.479,.405,3.4,18.4,10.8,11.3,0.8,0.7,7.2,18.4,,0.5,0.1,0.6,.076,,-0.5,-1.6,-2.2,0.0,gallida01
141,Darius Garland,PG,24,CLE,20,680,16.0,.573,.324,.283,2.0,6.9,4.5,26.9,2.3,0.5,17.4,27.8,,0.1,0.7,0.9,.062,,0.5,-0.8,-0.3,0.3,garlada01
142,Luka Garza,C,25,MIN,6,18,11.7,.419,.250,.667,19.9,23.2,21.6,17.5,0.0,0.0,6.1,39.9,,0.0,0.0,0.0,.012,,-9.3,-4.8,-14.1,-0.1,garzalu01
143,Kaiser Gates,SF,27,NOP,1,7,-19.2,.000,.500,.000,0.0,15.6,7.8,0.0,0.0,0.0,0.0,24.3,,-0.1,0.0,-0.1,-0.545,,-18.6,-10.3,-28.9,-0.1,gateska01
144,Keyonte George,PG,20,UTA,24,618,10.2,.500,.530,.317,2.1,10.7,6.4,27.4,0.9,0.4,17.3,21.3,,-0.1,0.1,0.0,-0.001,,-1.6,-2.7,-4.3,-0.3,georgke01
145,Paul George,PF,33,LAC,25,871,18.8,.589,.463,.229,2.1,15.5,9.1,18.2,2.4,0.7,10.3,26.9,,1.3,1.3,2.6,.144,,2.2,0.7,2.9,1.1,georgpa01
146,Taj Gibson,PF,38,NYK,4,27,5.9,.400,.400,.000,8.1,16.6,12.3,0.0,1.8,7.0,16.7,9.4,,0.0,0.0,0.0,.029,,-7.3,1.1,-6.2,0.0,gibsota01
147,Josh Giddey,SG,21,OKC,25,641,13.4,.484,.220,.107,7.4,18.3,13.2,24.1,1.6,1.6,16.7,24.5,,-0.6,1.0,0.4,.028,,-1.3,-0.2,-1.5,0.1,giddejo01
148,Harry Giles,C,25,BRK,7,42,25.5,.628,.208,.292,12.5,12.5,12.5,4.3,1.2,4.2,6.9,29.3,,0.1,0.0,0.1,.164,,3.4,-0.4,3.0,0.1,gilesha01
149,Shai Gilgeous-Alexander,PG,25,OKC,24,832,30.7,.635,.156,.399,2.9,14.3,9.0,31.6,3.8,2.0,7.8,32.5,,3.5,1.6,5.1,.296,,7.1,3.7,10.8,2.7,gilgesh01
150,Anthony Gill,PF,31,WAS,17,115,10.4,.523,.212,.424,8.5,16.1,12.3,11.1,1.2,2.8,20.3,18.0,,-0.1,0.0,0.0,-0.012,,-4.7,-1.7,-6.4,-0.1,gillan01
151,Collin Gillespie,PG,24,DEN,11,86,5.9,.489,.600,.050,1.3,3.8,2.5,11.2,2.9,0.0,16.4,12.2,,0.0,0.1,0.0,.025,,-6.5,0.9,-5.6,-0.1,gilleco01
152,Jacob Gilyard,PG,25,MEM,19,299,10.6,.599,.845,.017,2.1,5.4,3.7,26.8,1.8,0.3,18.2,10.2,,0.4,0.3,0.6,.102,,-1.9,0.3,-1.7,0.0,gilyaja01
153,Rudy Gobert,C,31,MIN,26,828,18.4,.630,.000,.630,13.6,27.6,21.0,5.4,1.2,6.1,13.5,15.5,,1.4,2.1,3.5,.201,,-0.5,2.4,1.9,0.8,goberru01
154,Jordan Goodwin,PG,25,PHO,27,495,12.3,.483,.455,.139,7.7,16.6,12.4,20.5,1.8,1.4,12.5,17.4,,0.2,0.5,0.7,.069,,-1.1,0.0,-1.0,0.1,goodwjo01
155,Aaron Gordon,PF,28,DEN,25,800,15.9,.551,.179,.284,9.8,14.2,12.0,15.0,1.5,1.7,10.7,18.2,,1.0,0.9,1.9,.117,,0.5,0.0,0.5,0.5,gordoaa01
156,Eric Gordon,SG,35,PHO,23,732,12.0,.584,.584,.080,1.3,5.8,3.6,13.2,1.7,1.4,11.1,18.0,,0.4,0.5,0.9,.062,,-0.6,-1.1,-1.7,0.1,gordoer01
157,Devonte' Graham,PG,28,SAS,5,52,14.0,.497,.667,.583,2.0,4.3,3.1,39.3,1.8,1.7,11.7,13.7,,0.1,0.0,0.1,.105,,-0.8,-0.4,-1.2,0.0,grahade01
158,Jerami Grant,PF,29,POR,22,779,15.9,.586,.366,.331,2.0,10.9,6.2,11.5,1.1,2.2,10.9,26.0,,0.7,0.6,1.3,.082,,1.4,-0.7,0.6,0.5,grantje01
159,A.J. Green,SG,24,MIL,19,147,11.7,.630,.875,.021,2.4,8.5,5.6,11.3,0.0,0.0,0.0,13.9,,0.4,0.0,0.4,.129,,1.1,-2.2,-1.2,0.0,greenaj01
160,Danny Green,SG,36,PHI,2,18,0.8,.000,.500,.000,0.0,12.0,6.1,6.2,2.7,0.0,0.0,4.7,,0.0,0.0,0.0,-0.017,,-7.1,0.8,-6.3,0.0,greenda02
161,Draymond Green,PF,33,GSW,15,377,14.9,.619,.404,.288,6.1,17.4,11.7,32.3,0.8,2.6,23.5,16.9,,0.6,0.4,1.0,.124,,1.4,1.9,3.3,0.5,greendr01
162,Jalen Green,SG,21,HOU,25,775,12.4,.526,.412,.329,1.3,14.0,7.8,15.7,0.8,1.3,11.7,26.4,,-0.4,1.1,0.7,.044,,-0.9,-0.7,-1.6,0.1,greenja05
163,Jeff Green,PF,37,HOU,24,377,14.8,.700,.290,.731,5.6,9.6,7.6,6.5,0.5,2.5,12.8,16.3,,0.9,0.5,1.3,.170,,-0.1,0.4,0.3,0.2,greenje02
164,Josh Green,SG,23,DAL,18,454,8.7,.532,.578,.156,2.4,10.3,6.3,12.0,1.8,0.6,12.7,12.5,,0.1,0.3,0.4,.046,,-3.1,-0.1,-3.2,-0.1,greenjo02
165,AJ Griffin,SF,20,ATL,12,110,3.1,.430,.735,.059,1.9,10.2,6.0,4.4,0.4,0.0,10.3,14.4,,-0.1,0.0,-0.1,-0.059,,-4.2,-2.8,-7.0,-0.1,griffaj01
166,Quentin Grimes,SG,23,NYK,25,541,7.0,.522,.774,.032,1.2,5.6,3.4,6.9,1.6,0.2,7.1,13.2,,0.2,0.4,0.5,.048,,-3.1,0.0,-3.1,-0.2,grimequ01
167,Mouhamed Gueye,PF,21,ATL,2,4,-0.6,.000,1.000,.000,0.0,0.0,0.0,0.0,11.8,0.0,0.0,10.2,,0.0,0.0,0.0,-0.112,,-12.3,3.7,-8.5,0.0,gueyemo02
168,Rui Hachimura,PF,25,LAL,19,442,13.5,.573,.324,.212,4.4,12.7,8.7,7.6,1.5,1.0,7.9,19.7,,0.3,0.5,0.8,.085,,-1.5,-0.5,-2.0,0.0,hachiru01
169,Tyrese Haliburton,PG,23,IND,23,769,26.4,.647,.486,.262,2.4,11.5,6.9,48.1,1.2,1.5,12.4,26.6,,3.6,0.1,3.6,.227,,9.6,-1.3,8.3,2.0,halibty01
170,R.J. Hampton,PG,22,MIA,2,11,3.5,.750,.500,.000,0.0,21.4,10.5,0.0,0.0,0.0,33.3,12.0,,0.0,0.0,0.0,-0.033,,-6.2,-1.5,-7.7,0.0,hamptrj01
171,Tim Hardaway Jr.,SF,31,DAL,24,690,13.6,.560,.646,.173,1.4,11.9,6.6,7.8,0.6,0.0,5.3,24.3,,0.6,0.3,0.8,.059,,0.9,-3.1,-2.2,0.0,hardati02
172,James Harden,SG,34,LAC,22,741,20.4,.667,.573,.496,1.1,13.7,7.6,31.1,2.0,2.3,15.3,19.5,,2.3,1.1,3.3,.216,,4.3,1.6,6.0,1.5,hardeja01
173,Jaden Hardy,SG,21,DAL,23,303,11.0,.501,.466,.196,2.8,11.4,7.0,16.0,1.1,0.0,9.6,24.9,,-0.1,0.2,0.0,.006,,-2.2,-2.8,-5.0,-0.2,hardyja02
174,Ron Harper Jr.,PF,23,TOR,1,4,-0.1,,,,0.0,0.0,0.0,28.4,0.0,0.0,,0.0,,0.0,0.0,0.0,.107,,-11.6,3.0,-8.6,0.0,harpero02
175,Gary Harris,SG,29,ORL,21,454,10.6,.570,.719,.211,3.0,6.5,4.8,10.6,2.0,1.0,6.7,12.4,,0.5,0.6,1.1,.119,,-1.7,1.3,-0.4,0.2,harriga01
176,Joe Harris,SG,32,DET,11,132,4.3,.439,.774,.065,2.5,6.0,4.2,8.8,1.1,1.2,8.6,11.1,,-0.1,0.0,0.0,-0.016,,-5.1,-0.7,-5.8,-0.1,harrijo01
177,Tobias Harris,PF,31,PHI,27,910,14.9,.607,.250,.285,3.2,16.2,9.8,11.0,1.3,1.2,11.5,18.6,,1.2,1.2,2.4,.128,,0.1,-0.2,0.0,0.4,harrito02
178,Shaquille Harrison,SG,30,MEM,3,6,16.0,.500,.000,.000,0.0,38.1,18.3,0.0,0.0,16.0,0.0,14.2,,0.0,0.0,0.0,.098,,-0.6,5.2,4.5,0.0,harrish01
179,Josh Hart,SF,28,NYK,27,748,11.5,.558,.438,.129,4.3,19.3,11.7,13.3,1.7,0.9,13.0,12.2,,0.7,0.9,1.6,.100,,-1.3,1.4,0.1,0.4,hartjo01
180,Isaiah Hartenstein,C,25,NYK,27,555,16.5,.618,.028,.477,16.0,19.1,17.6,8.9,2.1,4.4,16.2,11.8,,1.1,0.9,1.9,.166,,-1.1,1.3,0.3,0.3,harteis01
181,Sam Hauser,SF,26,BOS,27,620,13.0,.655,.863,.055,4.4,11.8,8.3,5.6,1.2,1.2,7.0,13.9,,1.1,0.8,1.9,.144,,1.4,0.3,1.8,0.6,hausesa01
182,Jordan Hawkins,SG,21,NOP,26,632,10.0,.535,.656,.189,2.9,11.7,7.3,8.4,0.8,0.0,7.7,19.2,,0.2,0.5,0.7,.052,,-1.6,-2.0,-3.6,-0.3,hawkijo01
183,Jaxson Hayes,C,23,LAL,25,271,8.6,.661,.083,.521,5.4,13.8,9.8,3.9,1.1,3.2,20.3,11.8,,0.1,0.4,0.4,.078,,-6.2,0.7,-5.5,-0.2,hayesja02
184,Killian Hayes,PG,22,DET,25,660,11.6,.492,.276,.187,1.5,11.7,6.5,23.3,1.9,1.9,10.4,16.4,,0.1,0.4,0.5,.036,,-2.2,0.6,-1.6,0.1,hayeski01
185,Gordon Hayward,SF,33,CHO,23,743,14.6,.546,.209,.280,3.5,13.3,8.2,20.7,1.7,1.2,12.7,21.0,,0.4,0.2,0.6,.039,,-1.0,-1.0,-2.0,0.0,haywago01
186,Scoot Henderson,PG,19,POR,17,447,5.4,.452,.352,.192,3.1,8.8,5.8,25.4,0.9,0.8,20.8,25.0,,-1.2,0.3,-0.9,-0.095,,-7.0,-2.2,-9.2,-0.8,hendesc01
187,Taylor Hendricks,PF,20,UTA,9,156,9.5,.505,.596,.170,5.6,10.6,8.1,4.4,2.5,2.9,12.2,15.3,,-0.1,0.1,0.1,.021,,-3.3,-1.3,-4.6,-0.1,hendrita01
188,Tyler Herro,SG,24,MIA,10,341,18.6,.586,.385,.176,1.7,15.9,8.7,23.2,1.9,0.0,11.4,29.5,,0.2,0.4,0.6,.085,,2.8,-0.3,2.5,0.4,herroty01
189,Buddy Hield,SF,31,IND,26,668,13.5,.591,.680,.072,3.3,10.5,6.8,12.7,1.5,2.1,12.2,20.0,,0.5,0.1,0.6,.044,,1.3,-1.8,-0.6,0.2,hieldbu01
190,Haywood Highsmith,PF,27,MIA,18,390,10.2,.553,.615,.167,4.4,10.3,7.3,9.4,2.5,3.0,14.2,13.6,,0.1,0.5,0.6,.070,,-2.4,1.3,-1.1,0.1,highsha01
191,Nate Hinton,SG,24,HOU,4,16,16.9,.750,.500,.000,7.0,13.3,10.2,0.0,0.0,0.0,0.0,16.4,,0.0,0.0,0.1,.199,,3.6,-2.4,1.2,0.0,hintona01
192,D'Moi Hodge,SG,25,LAL,7,41,6.3,.441,.800,.133,0.0,0.0,0.0,16.3,1.2,2.1,5.9,17.8,,0.0,0.0,0.0,-0.006,,-3.9,-2.6,-6.5,0.0,hodgedm01
193,Aaron Holiday,PG,27,HOU,23,420,11.3,.587,.522,.112,1.9,9.1,5.6,13.8,1.3,0.7,8.5,16.0,,0.4,0.6,1.0,.113,,-1.6,0.8,-0.8,0.1,holidaa01
194,Jrue Holiday,PG,33,BOS,25,863,13.6,.554,.419,.126,5.4,15.1,10.4,18.2,1.3,2.3,14.9,16.7,,0.8,1.3,2.1,.115,,0.1,1.2,1.3,0.7,holidjr01
195,Justin Holiday,SG,34,DEN,16,260,11.2,.691,.691,.000,1.7,8.8,5.3,9.5,2.1,0.3,8.3,9.9,,0.4,0.3,0.7,.125,,-1.3,0.9,-0.4,0.1,holidju01
196,Richaun Holmes,C,30,DAL,14,140,9.9,.467,.000,.455,15.4,24.6,19.9,6.4,0.3,3.7,18.5,14.7,,0.0,0.1,0.1,.036,,-5.2,-1.5,-6.7,-0.2,holmeri01
197,Chet Holmgren,C,21,OKC,25,743,21.1,.635,.349,.318,6.7,21.9,14.8,11.4,1.3,9.0,12.6,22.0,,1.3,1.5,2.9,.184,,2.0,2.5,4.5,1.2,holmgch01
198,Jalen Hood-Schifino,SG,20,LAL,5,52,-2.6,.313,.444,.556,2.2,10.0,6.3,9.7,0.0,1.7,15.2,21.9,,-0.3,0.0,-0.2,-0.196,,-12.1,-3.8,-15.9,-0.2,hoodsja01
199,Al Horford,C,37,BOS,23,613,13.9,.601,.620,.070,7.2,21.0,14.4,13.7,0.8,3.2,13.1,11.9,,1.0,1.0,2.0,.155,,0.9,2.2,3.1,0.8,horfoal01
200,Talen Horton-Tucker,PG,23,UTA,28,641,13.5,.514,.381,.185,2.0,10.8,6.4,29.9,2.3,1.6,14.2,23.4,,0.2,0.4,0.6,.042,,-1.0,-0.5,-1.6,0.0,hortota01
201,Danuel House Jr.,SF,30,PHI,16,187,9.9,.591,.563,.292,4.2,8.1,6.2,9.6,1.3,0.5,14.2,14.2,,0.2,0.2,0.3,.089,,-1.3,-0.7,-2.0,0.0,houseda01
202,Caleb Houstan,SF,21,ORL,17,173,10.5,.626,.917,.146,3.9,12.6,8.2,5.5,0.6,0.0,5.5,13.2,,0.3,0.2,0.5,.127,,0.4,-0.6,-0.2,0.1,houstca01
203,Jett Howard,SF,20,ORL,8,34,1.1,.346,.733,.133,3.3,10.1,6.7,12.0,0.0,0.0,11.2,22.2,,-0.1,0.0,-0.1,-0.125,,-6.1,-3.5,-9.6,-0.1,howarje01
204,Kevin Huerter,SG,25,SAC,25,637,12.9,.559,.616,.093,2.5,15.8,9.0,14.8,1.4,1.1,6.4,17.5,,0.7,0.5,1.2,.090,,0.0,-0.3,-0.2,0.3,huertke01
205,Jay Huff,C,25,DEN,2,2,35.8,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,,0.0,0.0,0.0,.299,,13.9,0.7,14.6,0.0,huffja01
206,De'Andre Hunter,SF,26,ATL,24,727,12.2,.601,.430,.283,2.2,12.9,7.4,6.0,1.3,1.1,11.0,18.8,,0.7,0.2,0.9,.062,,-1.1,-1.2,-2.2,0.0,huntede01
207,Bones Hyland,PG,23,LAC,13,210,9.2,.528,.542,.104,1.1,6.6,4.0,17.0,1.6,0.0,15.9,24.6,,-0.2,0.2,0.0,-0.001,,-3.4,-1.9,-5.3,-0.2,hylanbo01
208,Joe Ingles,SF,36,ORL,24,437,12.0,.572,.628,.202,2.9,14.4,8.6,24.4,2.0,0.6,16.3,11.8,,0.5,0.7,1.2,.133,,-1.0,2.1,1.1,0.3,inglejo01
209,Brandon Ingram,SF,26,NOP,25,839,18.4,.584,.231,.299,1.8,13.7,7.7,25.8,1.0,0.6,12.1,29.0,,1.0,0.8,1.8,.101,,1.6,-1.2,0.4,0.5,ingrabr01
210,Kyrie Irving,SG,31,DAL,17,541,21.4,.580,.361,.200,2.0,11.7,6.8,26.1,1.8,0.8,6.4,28.3,,1.3,0.4,1.7,.151,,4.2,-0.5,3.7,0.8,irvinky01
211,Jonathan Isaac,PF,26,ORL,19,259,19.3,.575,.479,.323,9.2,26.5,17.8,3.4,3.2,7.1,9.1,19.7,,0.3,0.7,0.9,.176,,0.4,3.0,3.5,0.4,isaacjo01
212,Jaden Ivey,SG,21,DET,23,554,11.6,.549,.341,.346,3.5,10.4,6.9,16.4,1.4,1.5,15.3,21.7,,-0.1,0.2,0.1,.012,,-2.7,-1.3,-4.0,-0.3,iveyja01
213,Andre Jackson Jr.,SG,22,MIL,21,221,10.4,.723,.548,.048,9.4,9.9,9.7,11.1,1.3,0.0,20.4,10.3,,0.4,0.1,0.5,.117,,-1.7,-0.1,-1.8,0.0,jacksan01
214,Gregory Jackson II,PF,19,MEM,4,19,5.9,.400,.500,.000,5.5,12.0,8.7,0.0,2.5,5.1,9.1,24.7,,-0.1,0.0,0.0,-0.095,,-5.5,0.0,-5.5,0.0,jacksgg01
215,Isaiah Jackson,C,22,IND,18,266,22.9,.692,.023,.419,12.5,23.3,17.8,9.1,1.9,7.6,8.9,17.2,,0.9,0.3,1.2,.211,,0.9,1.4,2.3,0.3,jacksis01
216,Jaren Jackson Jr.,C,24,MEM,26,818,17.8,.562,.317,.397,4.9,15.4,9.9,9.4,1.1,5.6,9.0,28.4,,0.5,1.1,1.7,.099,,0.1,0.2,0.4,0.5,jacksja02
217,Reggie Jackson,PG,33,DEN,29,739,15.4,.583,.385,.134,1.6,7.8,4.7,24.8,1.3,0.8,11.5,21.9,,1.0,0.6,1.6,.106,,0.9,-1.0,0.0,0.4,jacksre01
218,Trayce Jackson-Davis,PF,23,GSW,16,161,18.1,.622,.000,.643,15.1,16.1,15.6,8.9,1.5,6.7,14.3,16.3,,0.3,0.2,0.5,.162,,-0.8,1.7,0.8,0.1,jackstr02
219,LeBron James,PF,39,LAL,26,886,24.6,.631,.326,.326,3.3,20.5,12.3,35.8,2.1,1.8,14.5,29.6,,1.8,1.4,3.2,.175,,6.3,2.1,8.4,2.3,jamesle01
220,Jaime Jaquez Jr.,SF,22,MIA,28,791,13.5,.594,.297,.204,4.3,10.6,7.4,14.1,1.7,1.0,13.1,19.5,,0.6,0.8,1.4,.083,,-1.4,-0.4,-1.9,0.0,jaqueja01
221,DaQuan Jeffries,SG,26,NYK,10,30,5.2,.427,.417,.167,0.0,18.6,9.2,9.6,0.0,0.0,7.2,19.6,,-0.1,0.0,0.0,-0.049,,-5.1,-1.9,-7.0,0.0,jeffrda01
222,Ty Jerome,SG,26,CLE,2,15,7.7,.500,.250,.000,7.5,0.0,3.7,27.3,0.0,0.0,20.0,14.4,,0.0,0.0,0.0,.035,,-4.3,-1.1,-5.4,0.0,jeromty01
223,Isaiah Joe,SG,24,OKC,25,509,14.3,.630,.781,.180,0.7,11.0,6.1,7.6,2.0,1.5,6.3,17.3,,0.7,0.7,1.4,.132,,1.7,0.6,2.3,0.6,joeis01
224,Cameron Johnson,PF,27,BRK,20,577,15.0,.576,.530,.128,5.5,13.7,9.6,12.8,1.3,0.5,8.2,19.7,,0.9,0.4,1.3,.105,,1.3,-0.8,0.5,0.4,johnsca02
225,Jalen Johnson,SF,22,ATL,15,449,17.2,.673,.280,.231,4.8,22.3,13.3,11.0,1.8,2.9,16.0,17.1,,0.7,0.4,1.0,.112,,1.3,0.8,2.1,0.5,johnsja05
226,James Johnson,PF,36,IND,3,16,10.9,.500,.000,.000,7.2,14.6,10.9,26.6,2.9,0.0,33.3,7.7,,0.0,0.0,0.0,.080,,-1.3,1.4,0.1,0.0,johnsja01
227,Keldon Johnson,SF,24,SAS,25,827,15.4,.581,.405,.257,4.1,17.5,10.6,18.5,1.4,0.8,10.3,21.2,,0.9,0.5,1.3,.078,,0.5,-0.7,-0.1,0.4,johnske04
228,Keyontae Johnson,SF,23,OKC,1,6,-6.1,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,,0.0,0.0,0.0,-0.165,,-10.8,-6.2,-16.9,0.0,johnske08
229,Nikola Jokić,C,28,DEN,28,938,31.6,.610,.193,.316,10.9,29.6,20.3,45.1,1.7,2.0,10.8,31.3,,4.1,1.6,5.7,.293,,10.0,4.0,14.0,3.8,jokicni01
230,Colby Jones,SG,21,SAC,11,75,8.6,.480,.258,.097,10.0,12.2,11.1,3.8,1.3,1.2,11.0,20.5,,-0.1,0.1,0.0,-0.015,,-5.3,-2.2,-7.4,-0.1,jonesco02
231,Damian Jones,C,28,CLE,11,54,6.5,.507,.000,.250,8.3,14.2,11.3,7.0,0.9,3.3,31.1,10.3,,0.0,0.1,0.0,.012,,-6.2,-0.1,-6.3,-0.1,jonesda03
232,Derrick Jones Jr.,SF,26,DAL,26,642,13.6,.609,.576,.217,5.0,10.7,7.8,5.8,1.6,2.9,9.2,15.8,,0.8,0.5,1.3,.097,,0.3,-0.5,-0.2,0.3,jonesde02
233,Herbert Jones,SF,25,NOP,25,751,13.6,.605,.422,.362,4.3,10.6,7.4,12.0,2.6,3.5,13.5,15.1,,0.9,1.1,1.9,.122,,-1.3,1.7,0.4,0.5,joneshe01
234,Tre Jones,PG,24,SAS,22,515,12.3,.533,.307,.213,2.0,9.9,5.9,29.6,1.5,0.7,15.0,15.7,,0.4,0.2,0.6,.054,,-2.0,-0.6,-2.7,-0.1,jonestr01
235,Tyus Jones,PG,27,WAS,26,711,16.9,.601,.344,.069,0.9,11.1,6.0,27.4,2.0,0.9,7.3,16.2,,1.4,0.2,1.6,.108,,1.1,-0.2,0.9,0.5,jonesty01
236,DeAndre Jordan,C,35,DEN,11,153,14.1,.533,.000,.816,15.1,25.7,20.4,10.1,1.3,2.8,17.6,17.6,,0.0,0.2,0.3,.083,,-2.8,0.0,-2.8,0.0,jordade01
237,Cory Joseph,PG,32,GSW,12,127,6.3,.381,.645,.226,1.7,7.6,4.6,24.3,1.1,1.4,12.8,12.8,,0.0,0.1,0.0,.018,,-4.0,0.1,-3.9,-0.1,josepco01
238,Nikola Jović,PF,20,MIA,4,48,9.7,.509,.583,.333,2.4,54.0,27.7,24.8,1.0,0.0,26.7,17.3,,0.0,0.1,0.0,.044,,-4.5,4.1,-0.3,0.0,jovicni01
239,Johnny Juzang,SG,22,UTA,1,4,-11.1,.000,1.000,.000,0.0,0.0,0.0,29.7,0.0,0.0,0.0,20.8,,0.0,0.0,0.0,-0.391,,-14.2,-8.9,-23.2,0.0,juzanjo01
240,Luke Kennard,SG,27,MEM,8,172,11.4,.540,.793,.121,1.8,13.3,7.3,13.6,1.4,0.6,7.6,16.4,,0.1,0.2,0.3,.077,,-0.5,0.2,-0.3,0.1,kennalu01
241,Walker Kessler,C,22,UTA,20,507,16.7,.589,.094,.217,12.8,22.6,17.7,5.2,0.9,9.7,14.7,14.5,,0.4,0.6,1.0,.096,,-1.4,0.9,-0.6,0.2,kesslwa01
242,Braxton Key,SF,26,DEN,6,15,5.5,.255,.400,.400,0.0,21.8,11.0,38.9,0.0,0.0,0.0,16.9,,0.0,0.0,0.0,-0.001,,-6.2,0.4,-5.8,0.0,keybr01
243,Corey Kispert,SF,24,WAS,25,576,11.2,.600,.644,.240,1.9,9.5,5.7,8.8,0.8,0.6,9.8,18.6,,0.3,-0.1,0.3,.023,,-1.2,-2.6,-3.8,-0.3,kispeco01
244,Maxi Kleber,C,32,DAL,5,90,6.2,.417,.563,.625,4.8,21.0,12.8,13.1,0.5,1.0,16.4,11.5,,0.0,0.1,0.0,.015,,-3.9,-0.3,-4.2,0.0,klebima01
