Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
367,Norman Powell,SG,30,LAC,27,685,14.6,.654,.461,.294,0.7,8.6,4.8,6.0,1.2,1.6,8.6,19.1,,1.2,0.7,1.9,.131,,0.4,-0.2,0.2,0.4,powelno01
368,Joshua Primo,SG,21,LAC,1,5,-15.3,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,18.0,60.0,43.2,,-0.1,0.0,-0.1,-0.785,,-20.5,-8.4,-28.9,0.0,primojo01
369,Taurean Prince,PF,29,LAL,26,796,8.4,.565,.642,.102,1.1,8.1,4.8,7.7,1.2,1.3,9.3,13.4,,0.1,0.8,0.9,.054,,-2.9,-0.1,-3.0,-0.2,princta02
370,Payton Pritchard,PG,26,BOS,27,552,13.0,.562,.669,.110,4.7,11.6,8.3,18.8,1.0,0.5,8.1,14.5,,1.0,0.6,1.6,.142,,0.4,0.5,0.9,0.4,pritcpa01
371,Olivier-Maxence Prosper,PF,21,DAL,17,143,9.2,.462,.629,.400,5.3,17.9,11.5,11.2,0.3,0.6,2.4,12.5,,0.1,0.1,0.2,.065,,-2.5,-1.6,-4.1,-0.1,prospol01
372,Neemias Queta,C,24,BOS,7,105,15.4,.512,.000,.161,21.5,20.6,21.0,2.6,1.9,2.6,10.8,15.3,,0.1,0.2,0.3,.152,,-2.8,-1.7,-4.5,-0.1,quetane01
373,Immanuel Quickley,SG,24,NYK,26,623,17.1,.583,.475,.279,0.9,12.4,6.6,17.0,1.2,0.5,7.5,24.5,,1.3,0.5,1.8,.139,,2.3,-0.2,2.1,0.6,quickim01
374,Lester Quinones,SG,23,GSW,2,9,-3.1,.417,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,14.3,32.4,,0.0,0.0,0.0,-0.262,,-10.1,-6.8,-16.9,0.0,quinole01
375,Julius Randle,PF,29,NYK,27,953,18.2,.552,.290,.342,6.4,23.6,14.9,23.4,0.8,0.6,13.4,28.5,,1.1,1.0,2.1,.104,,1.5,-0.3,1.2,0.8,randlju01
376,Duop Reath,C,27,POR,17,254,16.4,.565,.616,.188,7.5,13.7,10.4,12.6,2.1,1.7,8.3,22.0,,0.4,0.3,0.6,.122,,1.2,0.2,1.4,0.2,reathdu01
377,Austin Reaves,SG,25,LAL,28,826,15.8,.604,.424,.299,3.4,13.0,8.4,24.1,1.5,0.3,16.2,21.9,,0.8,0.9,1.8,.102,,0.8,-0.4,0.4,0.5,reaveau01
378,Cam Reddish,SF,24,LAL,23,559,9.7,.522,.458,.236,2.8,9.3,6.2,7.0,2.9,1.1,8.6,13.4,,0.0,0.8,0.8,.071,,-3.8,1.8,-2.0,0.0,reddica01
379,Paul Reed,C,24,PHI,27,371,16.0,.619,.108,.157,14.6,20.5,17.6,11.0,1.8,3.8,19.3,15.3,,0.5,0.7,1.2,.154,,-1.2,1.0,-0.2,0.2,reedpa01
380,Naz Reid,C,24,MIN,26,583,17.5,.622,.485,.153,5.9,15.7,11.2,6.5,1.5,2.2,10.0,23.1,,0.8,1.1,1.9,.154,,1.6,0.9,2.5,0.7,reidna01
381,Jared Rhoden,SG,24,DET,5,30,11.0,.658,.444,.222,3.6,11.3,7.4,14.5,0.0,0.0,16.8,16.6,,0.0,0.0,0.0,.054,,-2.7,-0.8,-3.5,0.0,rhodeja01
382,Nick Richards,C,26,CHO,20,422,18.0,.754,.000,.573,10.9,24.2,17.3,3.6,0.8,5.1,14.6,13.3,,1.1,0.3,1.3,.151,,-1.0,-0.4,-1.4,0.1,richani01
383,Josh Richardson,SG,30,MIA,23,637,11.1,.569,.531,.175,2.0,9.4,5.6,15.6,1.0,0.9,10.3,16.2,,0.5,0.5,1.0,.075,,-1.6,-0.9,-2.5,-0.1,richajo01
384,Duncan Robinson,SF,29,MIA,26,757,14.1,.650,.658,.138,1.1,10.1,5.5,16.3,0.8,0.4,10.4,19.0,,1.2,0.5,1.7,.108,,1.2,-1.4,-0.1,0.4,robindu01
385,Jerome Robinson,SG,26,GSW,1,5,-4.9,.000,.000,.000,21.1,21.5,21.3,0.0,0.0,0.0,0.0,16.7,,0.0,0.0,0.0,-0.254,,-12.0,-6.7,-18.7,0.0,robinje01
386,Mitchell Robinson,C,25,NYK,21,613,16.0,.567,.000,.388,20.0,19.0,19.5,3.2,2.6,4.1,15.5,9.4,,0.9,1.0,1.9,.148,,-0.4,0.8,0.4,0.4,robinmi01
387,Orlando Robinson,C,23,MIA,13,210,14.9,.606,.203,.237,9.7,22.5,16.0,15.8,1.2,3.2,16.6,16.4,,0.3,0.3,0.5,.123,,-1.7,0.5,-1.2,0.0,robinor01
388,Jeremiah Robinson-Earl,PF,23,NOP,11,111,13.5,.654,.355,.194,9.7,16.7,13.2,7.3,0.9,0.0,15.1,15.2,,0.2,0.1,0.3,.118,,-0.4,-1.5,-1.8,0.0,robinje02
389,David Roddy,PF,22,MEM,26,619,8.9,.490,.446,.139,4.4,15.5,9.7,8.2,1.3,1.4,10.8,16.5,,-0.4,0.7,0.3,.022,,-3.8,-0.5,-4.3,-0.4,roddyda01
390,Ryan Rollins,PG,21,WAS,8,49,25.4,.639,.111,.889,4.4,17.8,11.1,28.0,7.5,3.3,21.8,27.5,,0.1,0.1,0.2,.161,,0.5,6.5,7.1,0.1,rolliry01
391,Derrick Rose,PG,35,MEM,15,284,12.8,.522,.264,.174,2.6,9.3,5.8,29.6,1.2,0.7,13.9,22.7,,0.0,0.2,0.3,.042,,-1.6,-1.4,-3.0,-0.1,rosede01
392,Terry Rozier,SG,29,CHO,17,606,19.5,.571,.388,.202,1.9,9.9,5.8,31.7,1.7,1.0,10.2,27.2,,1.0,0.1,1.1,.087,,3.5,-1.6,1.9,0.6,roziete01
393,Rayan Rupert,SG,19,POR,7,31,-5.4,.182,.500,.333,3.4,0.0,1.8,8.3,3.2,0.0,12.7,21.5,,-0.2,0.0,-0.2,-0.283,,-12.6,-4.0,-16.6,-0.1,ruperra01
394,D'Angelo Russell,PG,27,LAL,27,808,15.7,.571,.429,.167,1.3,9.6,5.6,30.5,1.3,1.3,11.7,21.8,,0.9,0.9,1.8,.105,,1.1,-0.3,0.8,0.6,russeda01
395,Matt Ryan,SF,26,NOP,13,298,9.9,.679,.819,.169,1.8,9.2,5.5,6.2,0.8,0.3,15.2,15.0,,0.3,0.2,0.5,.075,,-0.7,-1.4,-2.1,0.0,ryanma01
396,Domantas Sabonis,C,27,SAC,26,899,21.9,.620,.101,.454,10.8,29.1,19.6,30.9,1.2,1.7,16.4,22.0,,2.4,1.0,3.4,.182,,3.1,1.7,4.8,1.5,sabondo01
397,Luka Šamanić,PF,24,UTA,12,81,10.8,.513,.439,.049,4.0,29.9,16.9,6.0,0.6,2.3,12.5,24.6,,-0.1,0.1,0.0,-0.023,,-3.7,-2.4,-6.1,-0.1,samanlu01
398,Jermaine Samuels,SF,25,HOU,5,29,10.8,.615,.500,.500,3.8,22.0,13.1,9.0,0.0,3.2,0.0,7.3,,0.1,0.0,0.1,.167,,-2.4,0.7,-1.7,0.0,samueje01
399,Gui Santos,PF,21,GSW,2,12,5.5,.500,.250,.000,17.6,18.0,17.8,12.2,0.0,0.0,33.3,20.8,,0.0,0.0,0.0,-0.091,,-6.7,-3.3,-10.0,0.0,santogu01
400,Dario Šarić,C,29,GSW,27,563,16.6,.614,.533,.257,8.2,21.8,14.9,15.0,1.4,1.0,12.7,19.8,,1.0,0.7,1.7,.145,,1.8,0.5,2.3,0.6,saricda01
401,Olivier Sarr,C,24,OKC,6,61,12.7,.660,.455,.545,9.5,30.6,20.7,2.0,0.0,7.7,12.8,11.0,,0.1,0.1,0.2,.168,,-3.8,0.7,-3.1,0.0,sarrol01
402,Marcus Sasser,PG,23,DET,26,442,14.7,.609,.469,.119,0.7,10.5,5.5,22.7,1.9,0.9,11.1,18.0,,0.6,0.2,0.8,.091,,0.2,0.1,0.3,0.3,sassema01
403,Admiral Schofield,PF,26,ORL,8,28,-7.2,.322,.600,.200,0.0,20.4,10.2,9.5,0.0,0.0,26.9,22.5,,-0.2,0.0,-0.1,-0.253,,-14.5,-2.3,-16.8,-0.1,schofad01
404,Dennis Schröder,PG,30,TOR,27,863,14.0,.541,.386,.235,1.5,8.1,4.7,29.6,1.5,0.3,11.6,20.4,,1.0,0.6,1.7,.093,,-0.8,-0.6,-1.4,0.1,schrode01
405,Dereon Seabron,SG,23,NOP,5,52,9.1,.448,.154,.462,2.1,12.6,7.3,9.6,1.8,1.9,0.0,12.8,,0.0,0.1,0.1,.077,,-3.0,0.9,-2.1,0.0,seabrde01
406,Alperen Şengün,C,21,HOU,25,799,20.8,.576,.153,.296,8.8,21.3,15.2,28.0,1.4,2.6,13.0,26.8,,1.2,1.5,2.7,.160,,2.7,2.2,5.0,1.4,sengual01
407,Brice Sensabaugh,SF,20,UTA,1,2,-12.2,.000,.000,.000,54.3,55.1,54.7,0.0,0.0,0.0,0.0,41.6,,0.0,0.0,0.0,-0.669,,-15.4,-14.5,-29.8,0.0,sensabr01
408,Collin Sexton,SG,25,UTA,28,640,17.1,.593,.359,.368,4.1,9.1,6.6,23.6,1.1,0.7,13.0,26.4,,1.1,0.1,1.3,.094,,1.7,-2.1,-0.5,0.2,sextoco01
409,Landry Shamet,SG,26,WAS,15,253,11.9,.591,.594,.109,0.9,8.2,4.5,12.0,1.6,0.6,7.8,19.1,,0.1,0.0,0.2,.030,,-1.6,-1.6,-3.2,-0.1,shamela01
410,Day'Ron Sharpe,C,22,BRK,27,428,18.0,.557,.044,.400,18.4,28.3,23.3,10.1,1.1,4.3,16.3,18.8,,0.5,0.6,1.1,.127,,-2.0,0.1,-1.9,0.0,sharpda01
411,Shaedon Sharpe,SG,20,POR,26,911,11.5,.534,.413,.281,4.1,13.7,8.6,14.4,1.3,0.9,14.1,22.1,,-0.1,0.8,0.7,.035,,-2.1,-0.8,-2.9,-0.2,sharpsh01
412,Ben Sheppard,SG,22,IND,12,90,12.2,.559,.618,.176,2.5,7.8,5.1,10.7,2.1,0.0,2.7,17.1,,0.1,0.0,0.1,.075,,-1.4,-1.6,-3.1,0.0,sheppbe01
413,Pascal Siakam,PF,29,TOR,27,933,17.9,.577,.234,.341,4.9,16.5,10.6,22.1,1.2,0.5,11.3,25.3,,1.3,0.8,2.1,.110,,1.2,-0.2,1.0,0.7,siakapa01
414,Ben Simmons,PG,27,BRK,6,191,12.8,.516,.000,.111,8.8,27.0,17.9,26.6,0.8,2.3,28.4,11.7,,0.1,0.2,0.3,.083,,-2.0,2.0,0.0,0.1,simmobe01
415,Anfernee Simons,SG,24,POR,8,269,20.0,.574,.418,.272,2.4,8.0,5.0,31.0,1.5,0.3,10.2,31.0,,0.5,0.2,0.7,.123,,3.5,-1.3,2.2,0.3,simonan01
416,Jericho Sims,C,25,NYK,14,103,9.2,.669,.000,.333,6.4,19.5,12.9,3.8,0.5,0.9,10.4,7.9,,0.1,0.1,0.2,.108,,-3.5,-1.4,-4.9,-0.1,simsje01
417,Jalen Slawson,SF,24,SAC,5,19,5.5,.667,.333,.000,0.0,24.1,11.7,13.6,0.0,4.6,40.0,11.1,,0.0,0.0,0.0,-0.012,,-7.1,1.0,-6.1,0.0,slawsja01
418,Marcus Smart,PG,29,MEM,11,329,10.4,.534,.513,.176,1.0,8.3,4.5,25.7,3.2,1.2,22.4,21.4,,-0.4,0.5,0.0,.006,,-4.6,0.7,-3.8,-0.1,smartma01
419,Dennis Smith Jr.,PG,26,BRK,13,229,14.0,.505,.275,.175,5.0,12.9,8.9,26.6,2.3,1.2,12.2,18.1,,0.2,0.2,0.5,.099,,-2.0,1.9,-0.1,0.1,smithde03
420,Dru Smith,SG,26,MIA,9,131,12.8,.576,.515,.061,5.2,7.2,6.2,14.7,3.4,2.2,12.9,13.1,,0.1,0.2,0.3,.112,,-1.6,2.8,1.3,0.1,smithdr01
421,Ish Smith,PG,35,CHO,20,323,7.6,.545,.061,.000,1.7,8.3,4.8,22.3,1.1,0.6,27.5,12.1,,-0.1,0.0,-0.2,-0.025,,-4.6,-1.6,-6.2,-0.3,smithis01
422,Jabari Smith Jr.,PF,20,HOU,25,759,14.7,.591,.434,.207,7.2,23.9,15.8,8.2,0.8,2.7,10.0,17.9,,0.8,1.4,2.2,.141,,-0.4,0.9,0.5,0.5,smithja05
423,Jalen Smith,C,23,IND,15,224,24.0,.825,.291,.342,11.3,30.8,20.9,7.2,1.0,1.3,14.2,19.3,,0.8,0.1,1.0,.207,,5.0,-1.1,3.9,0.3,smithja04
424,Nick Smith Jr.,SG,19,CHO,11,109,10.5,.563,.500,.000,3.0,4.3,3.6,4.1,0.4,2.5,7.7,20.5,,0.0,0.0,0.0,-0.011,,-1.0,-2.8,-3.8,-0.1,smithni01
425,Jeremy Sochan,PG,20,SAS,26,757,9.1,.486,.236,.205,5.6,15.1,10.2,20.0,1.1,0.8,17.3,18.5,,-0.6,0.4,-0.3,-0.016,,-4.2,-1.1,-5.2,-0.6,sochaje01
426,Jaden Springer,SG,21,PHI,16,169,9.9,.469,.293,.276,9.3,7.7,8.5,13.1,2.9,3.6,18.7,19.9,,-0.2,0.3,0.1,.031,,-4.4,0.9,-3.5,-0.1,sprinja01
427,Lamar Stevens,PF,26,BOS,10,48,16.9,.582,.333,.222,11.7,10.7,11.2,9.0,4.1,5.7,16.8,21.4,,0.0,0.1,0.1,.142,,-3.0,2.8,-0.1,0.0,stevela01
428,Isaiah Stewart,PF,22,DET,25,758,9.3,.563,.431,.201,6.4,18.8,12.5,6.3,0.4,1.6,15.9,15.0,,0.0,0.3,0.3,.016,,-3.0,-1.3,-4.3,-0.4,stewais01
429,Julian Strawther,SF,21,DEN,26,365,10.8,.517,.637,.123,0.3,11.4,5.9,11.1,1.9,1.2,4.9,19.1,,0.1,0.4,0.5,.070,,-2.7,-0.4,-3.1,-0.1,strawju01
430,Max Strus,SF,27,CLE,28,966,11.5,.549,.658,.122,2.6,14.5,8.6,15.2,1.2,1.3,11.1,17.8,,0.6,1.1,1.6,.081,,-1.0,0.3,-0.6,0.3,strusma01
431,Jalen Suggs,SG,22,ORL,24,624,14.4,.600,.480,.260,2.5,12.6,7.6,14.0,3.1,2.2,15.6,20.0,,0.3,1.2,1.5,.114,,-1.1,2.4,1.2,0.5,suggsja01
432,Cole Swider,SF,24,MIA,3,29,15.0,.571,.786,.000,0.0,4.1,2.0,16.3,1.7,3.3,6.7,22.8,,0.0,0.0,0.0,.073,,4.6,1.2,5.8,0.1,swideco01
433,Jae'Sean Tate,SF,28,HOU,23,410,11.0,.557,.408,.143,6.5,14.0,10.3,8.8,2.3,1.4,8.8,12.2,,0.4,0.7,1.1,.128,,-2.5,2.5,-0.1,0.2,tateja01
434,Jayson Tatum,PF,25,BOS,26,957,20.5,.598,.439,.337,2.7,21.9,12.7,18.2,1.3,1.2,11.7,29.8,,1.6,1.5,3.1,.155,,3.1,0.7,3.8,1.4,tatumja01
435,Terry Taylor,PF,24,CHI,7,13,19.4,1.000,.000,.000,8.1,9.0,8.5,0.0,3.9,0.0,0.0,6.7,,0.0,0.0,0.1,.209,,2.1,0.6,2.8,0.0,taylote01
436,Garrett Temple,SG,37,TOR,6,19,27.9,.935,.200,.400,0.0,11.7,5.7,23.6,2.6,0.0,0.0,13.1,,0.1,0.0,0.1,.348,,7.6,4.0,11.6,0.1,templga01
437,Dalen Terry,SG,21,CHI,13,99,7.0,.434,.579,.211,4.3,18.9,11.2,15.8,0.5,3.1,16.2,10.9,,0.0,0.1,0.1,.025,,-5.0,0.4,-4.6,-0.1,terryda01
438,Daniel Theis,C,31,TOT,17,283,14.0,.530,.184,.245,11.8,13.6,12.7,7.3,1.2,4.8,7.7,17.9,,0.3,0.4,0.7,.119,,-2.6,0.1,-2.4,0.0,theisda01
438,Daniel Theis,C,31,IND,1,8,-6.5,.250,.250,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,,0.0,0.0,0.0,-0.272,,-12.9,-7.8,-20.7,0.0,theisda01
438,Daniel Theis,C,31,LAC,16,275,14.6,.540,.181,.255,12.2,14.0,13.1,7.5,1.2,4.9,7.9,17.8,,0.4,0.4,0.7,.130,,-2.3,0.3,-1.9,0.0,theisda01
439,Cam Thomas,SG,22,BRK,18,570,17.0,.558,.328,.226,1.1,9.6,5.3,12.8,0.9,1.4,7.8,31.4,,0.4,0.3,0.7,.060,,0.7,-1.8,-1.2,0.1,thomaca02
440,Amen Thompson,SF,21,HOU,6,86,7.5,.491,.462,.308,3.9,18.5,11.4,11.5,1.1,1.1,16.9,18.0,,-0.1,0.1,0.0,.021,,-5.4,0.5,-4.8,-0.1,thompam01
441,Ausar Thompson,SF,21,DET,27,728,13.1,.506,.217,.213,10.8,22.7,16.6,12.8,1.6,3.5,15.0,18.1,,-0.1,0.7,0.6,.036,,-3.1,0.3,-2.8,-0.1,thompau01
442,Klay Thompson,SF,33,GSW,26,794,12.6,.568,.601,.179,2.0,11.7,6.8,10.9,0.8,1.5,10.3,22.9,,0.5,0.6,1.1,.065,,0.7,-1.3,-0.6,0.3,thompkl01
443,Tristan Thompson,PF,32,CLE,23,246,16.6,.658,.000,.543,15.5,19.1,17.3,10.5,1.2,2.9,14.9,11.8,,0.5,0.3,0.8,.166,,0.0,0.9,0.9,0.2,thomptr01
444,JT Thor,PF,21,CHO,23,360,6.3,.450,.526,.090,5.7,12.6,9.0,3.5,0.8,2.2,6.9,10.4,,-0.1,0.0,-0.1,-0.010,,-4.6,-1.6,-6.1,-0.4,thorjt01
445,Matisse Thybulle,SF,26,POR,26,603,11.8,.633,.794,.079,1.9,8.3,4.9,6.3,3.5,3.1,12.1,10.4,,0.4,0.8,1.3,.101,,-1.5,3.2,1.8,0.6,thybuma01
446,Xavier Tillman Sr.,C,25,MEM,14,289,11.2,.433,.310,.140,6.9,18.6,12.5,11.9,3.3,3.3,10.9,17.6,,-0.4,0.5,0.2,.031,,-4.0,1.7,-2.3,0.0,tillmxa01
447,Jacob Toppin,SF,23,NYK,1,2,18.8,,,,0.0,0.0,0.0,0.0,0.0,47.0,,0.0,,0.0,0.0,0.0,.173,,3.6,6.2,9.8,0.0,toppija01
448,Obi Toppin,PF,25,IND,26,623,16.0,.700,.406,.188,4.8,11.8,8.3,7.0,1.0,1.8,8.2,16.0,,1.5,0.1,1.5,.117,,1.5,-1.8,-0.3,0.3,toppiob01
449,Juan Toscano-Anderson,SF,30,SAC,3,10,2.2,.333,.333,.000,10.7,22.9,16.6,25.6,0.0,0.0,25.0,16.9,,0.0,0.0,0.0,-0.070,,-11.0,-3.7,-14.7,0.0,toscaju01
450,Karl-Anthony Towns,PF,28,MIN,26,865,20.0,.633,.297,.295,6.1,24.8,16.1,14.5,1.3,1.7,14.1,26.7,,1.4,1.8,3.2,.178,,1.8,1.6,3.4,1.2,townska01
451,Gary Trent Jr.,SG,25,TOR,24,607,9.2,.501,.533,.143,0.9,9.0,4.8,8.9,1.2,0.3,5.5,19.2,,-0.1,0.4,0.3,.023,,-2.9,-1.0,-3.9,-0.3,trentga02
452,Oscar Tshiebwe,PF,24,IND,3,17,21.7,.564,.000,.500,13.5,20.6,17.0,15.4,0.0,0.0,0.0,23.5,,0.1,0.0,0.1,.180,,4.5,-2.9,1.6,0.0,tshieos01
453,P.J. Tucker,PF,38,TOT,15,239,5.4,.492,.842,.158,7.7,12.1,10.0,3.9,1.8,1.1,16.4,4.4,,0.1,0.3,0.4,.088,,-4.3,1.0,-3.3,-0.1,tuckepj01
453,P.J. Tucker,PF,38,PHI,3,66,4.6,.600,1.000,.000,1.7,21.4,11.7,0.0,2.2,2.6,28.6,4.5,,0.0,0.1,0.1,.067,,-4.9,1.1,-3.7,0.0,tuckepj01
453,P.J. Tucker,PF,38,LAC,12,173,5.7,.457,.786,.214,10.0,8.6,9.3,5.4,1.7,0.5,11.5,4.3,,0.2,0.2,0.3,.096,,-4.1,1.0,-3.1,0.0,tuckepj01
454,Myles Turner,C,27,IND,25,678,19.4,.605,.344,.358,8.0,25.0,16.4,5.7,1.0,5.6,8.9,23.1,,1.1,0.5,1.7,.117,,0.7,-0.9,-0.2,0.3,turnemy01
455,Hunter Tyson,PF,23,DEN,8,20,-1.2,.250,.750,.000,0.0,27.3,13.7,5.7,0.0,0.0,0.0,8.6,,0.0,0.0,0.0,-0.024,,-10.5,-1.3,-11.8,0.0,tysonhu01
456,Stanley Umude,SG,24,DET,15,155,13.5,.693,.614,.523,2.1,18.3,10.0,7.1,1.2,2.7,15.6,17.3,,0.2,0.1,0.3,.104,,-0.4,0.3,-0.2,0.1,umudest01
457,Jonas Valančiūnas,C,31,NOP,28,775,21.0,.648,.195,.319,9.8,29.0,19.3,12.9,0.9,4.6,10.8,19.7,,1.9,1.3,3.2,.198,,1.8,0.8,2.6,0.9,valanjo01
458,Jarred Vanderbilt,PF,24,LAL,7,99,4.2,.252,.538,.154,8.0,18.9,13.7,7.2,1.0,1.8,12.6,6.9,,-0.1,0.1,0.0,.022,,-7.4,0.4,-6.9,-0.1,vandeja01
459,Fred VanVleet,PG,29,HOU,24,924,16.5,.549,.537,.240,1.0,11.1,6.2,34.3,1.4,1.4,9.4,20.2,,1.7,1.3,3.1,.159,,2.6,0.9,3.5,1.3,vanvlfr01
460,Devin Vassell,SG,23,SAS,21,623,15.4,.587,.500,.208,1.5,11.2,6.2,14.9,1.4,0.4,8.4,23.8,,0.5,0.3,0.7,.055,,1.1,-1.3,-0.2,0.3,vassede01
461,Sasha Vezenkov,PF,28,SAC,23,322,13.0,.564,.632,.068,6.0,17.1,11.4,5.2,1.8,1.6,6.2,16.9,,0.2,0.3,0.6,.082,,-0.3,-0.8,-1.1,0.1,vezenal01
462,Gabe Vincent,PG,27,LAL,5,127,6.1,.411,.531,.063,1.8,2.5,2.1,15.2,2.3,0.0,5.7,11.8,,-0.1,0.1,0.1,.025,,-5.8,1.5,-4.3,-0.1,vincega01
463,Nikola Vučević,C,33,CHI,29,994,16.3,.509,.242,.116,8.8,26.0,16.9,15.7,1.2,2.3,9.4,23.0,,0.4,1.1,1.6,.076,,-0.3,-0.4,-0.7,0.3,vucevni01
464,Dean Wade,PF,27,CLE,21,441,10.3,.594,.892,.169,6.9,16.1,11.6,5.7,2.1,1.2,10.1,9.7,,0.5,0.6,1.1,.119,,-2.0,1.6,-0.4,0.2,wadede01
465,Franz Wagner,SF,22,ORL,26,865,16.5,.540,.300,.281,3.8,16.0,9.9,18.5,1.6,1.0,8.5,25.4,,0.8,1.3,2.1,.117,,0.4,0.3,0.7,0.6,wagnefr01
466,Moritz Wagner,C,26,ORL,26,488,18.9,.682,.214,.349,9.1,15.9,12.5,9.7,1.2,1.7,14.6,22.5,,1.0,0.7,1.7,.167,,0.7,0.4,1.1,0.4,wagnemo01
467,Ish Wainright,SF,29,POR,2,5,-0.5,.000,1.000,.000,0.0,0.0,0.0,0.0,9.8,0.0,0.0,8.5,,0.0,0.0,0.0,-0.080,,-14.2,5.2,-8.9,0.0,wainris01
468,Jabari Walker,SF,21,POR,26,457,14.0,.550,.320,.294,9.5,22.3,15.5,5.7,2.0,1.9,11.3,18.0,,0.3,0.6,0.9,.094,,-2.8,0.1,-2.7,-0.1,walkeja01
469,Jarace Walker,PF,20,IND,8,84,11.3,.512,.393,.107,1.4,15.3,8.3,15.3,2.2,2.7,9.3,15.7,,0.0,0.0,0.1,.047,,-1.7,0.4,-1.3,0.0,walkeja02
470,Lonnie Walker IV,SG,25,BRK,17,362,18.2,.633,.528,.211,0.9,12.2,6.5,12.0,1.3,1.7,11.3,25.9,,0.5,0.3,0.8,.102,,3.3,-0.6,2.7,0.4,walkelo01
471,Cason Wallace,SG,20,OKC,25,545,11.9,.701,.446,.124,2.6,8.4,5.6,8.3,1.2,1.9,9.2,11.1,,0.9,0.6,1.5,.132,,-0.3,0.5,0.2,0.3,wallaca01
472,P.J. Washington,PF,25,CHO,23,691,12.1,.529,.509,.159,4.2,15.3,9.5,11.3,1.3,2.5,10.2,20.1,,0.0,0.2,0.2,.017,,-1.8,-1.3,-3.1,-0.2,washipj01
473,TyTy Washington Jr.,PG,22,MIL,2,6,0.9,.500,.667,.000,0.0,17.4,9.1,0.0,7.8,0.0,40.0,35.1,,-0.1,0.0,0.0,-0.352,,-11.1,0.5,-10.5,0.0,washity02
474,Yuta Watanabe,SF,29,PHO,19,328,5.7,.513,.825,.163,3.6,9.6,6.7,4.1,1.1,1.8,14.0,13.1,,-0.2,0.2,0.1,.008,,-4.1,-1.6,-5.8,-0.3,watanyu01
475,Lindy Waters III,SG,26,OKC,9,70,10.4,.591,.955,.000,1.7,7.4,4.7,11.1,0.0,1.3,0.0,13.5,,0.1,0.0,0.2,.114,,-0.3,-1.1,-1.4,0.0,waterli01
476,Trendon Watford,PF,23,BRK,20,280,15.9,.588,.188,.178,7.1,18.8,12.9,19.5,1.6,2.2,16.2,19.6,,0.3,0.3,0.6,.107,,-1.4,1.4,0.0,0.2,watfotr01
477,Peyton Watson,SF,21,DEN,27,452,12.9,.580,.270,.295,4.1,12.3,8.2,8.2,1.6,4.7,10.4,14.6,,0.4,0.6,1.0,.104,,-1.8,1.3,-0.5,0.2,watsope01
478,Victor Wembanyama,PF,20,SAS,24,732,18.2,.523,.310,.264,8.3,31.0,19.4,14.2,2.0,8.6,15.7,29.5,,-1.1,1.3,0.2,.014,,-1.8,1.3,-0.5,0.3,wembavi01
479,Blake Wesley,SG,20,SAS,6,26,7.9,.394,.125,.250,4.0,4.3,4.1,31.0,0.0,3.4,10.1,15.9,,0.0,0.0,0.0,-0.014,,-3.5,-1.4,-4.9,0.0,weslebl01
480,Russell Westbrook,PG,35,LAC,27,650,15.8,.510,.237,.248,7.5,20.7,14.3,27.8,2.3,1.8,17.1,23.7,,0.0,1.1,1.1,.081,,-0.2,1.5,1.3,0.5,westbru01
481,Coby White,PG,23,CHI,29,1005,15.1,.593,.545,.179,1.5,12.1,6.5,21.5,1.2,0.7,11.0,20.9,,1.5,0.6,2.1,.100,,1.2,-0.8,0.5,0.6,whiteco01
482,Derrick White,SG,29,BOS,24,782,19.2,.660,.586,.286,2.7,10.2,6.6,21.7,1.9,3.2,12.0,18.8,,2.2,1.2,3.4,.208,,3.7,2.1,5.9,1.6,whitede01
483,Cam Whitmore,SF,19,HOU,5,32,14.3,.515,.333,.667,3.5,23.2,13.6,10.1,1.5,0.0,9.3,29.2,,0.0,0.1,0.0,.039,,-3.0,-2.0,-5.1,0.0,whitmca01
484,Aaron Wiggins,SG,25,OKC,23,272,15.0,.698,.315,.315,6.0,12.2,9.3,8.0,1.8,0.3,12.6,15.0,,0.5,0.3,0.9,.154,,0.4,0.2,0.6,0.2,wiggiaa01
485,Andrew Wiggins,SF,28,GSW,25,664,8.9,.493,.285,.256,7.8,10.5,9.1,6.3,0.6,1.2,11.8,22.3,,-0.5,0.4,-0.1,-0.006,,-3.8,-2.4,-6.2,-0.7,wiggian01
486,Lindell Wigginton,PG,25,MIL,3,8,6.0,.510,.400,.400,0.0,0.0,0.0,0.0,0.0,0.0,14.5,36.2,,0.0,0.0,0.0,-0.145,,-14.3,-9.3,-23.6,0.0,wiggili01
487,Grant Williams,PF,25,DAL,24,708,9.2,.575,.694,.172,4.6,9.9,7.2,7.4,0.5,1.6,9.1,13.2,,0.6,0.3,0.9,.063,,-1.5,-1.4,-2.9,-0.2,willigr01
488,Jalen Williams,PF,22,OKC,22,708,14.8,.584,.216,.282,1.3,11.7,6.8,16.3,1.3,1.1,10.5,21.9,,0.7,0.8,1.6,.107,,-0.6,-0.2,-0.8,0.2,willija06
