player_id,league_id,season,game_type,games_played,games_started,minutes,total_seconds,fgm,fga,fg_pct,2fgm,2fga,2fg_pct,3fgm,3fga,3fg_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,techs,plusminus,pts,pfd
2,NBA,2022,playoffs,16,,619.2483333,37154.9,147,295,0.498,119,189,0.62962963,28,106,0,70,92,0.761,25,133,158,104,40,17,18,8,28,,12,392,71
2,NBA,2022,regular,55,54,1953.94,117236.4,609,1219,0.5,488,842,0.579572447,121,377,0,251,327,0.768,65,392,457,375,178,50,32,47,88,0,214,1590,273
3,NBA,2022,regular,37,2,298.4983333,17909.9,48,75,0.64,46,71,0.647887324,2,4,0,14,18,0.778,23,28,51,19,25,2,8,7,43,0,-58,112,27
3,NBA,2022,playoffs,2,,6.05,363,3,3,1,3,3,1,0,0,0,2,2,1,1,0,1,0,1,0,0,0,2,,3,8,1
4,NBA,2022,regular,78,19,1709.57,102574.2,160,381,0.42,36,64,0.5625,124,317,0,34,48,0.708,62,237,299,121,50,54,44,5,149,0,165,478,41
4,NBA,2022,playoffs,5,,91.68333333,5501,8,19,0.421,2,2,1,6,17,0,0,0,0,1,10,11,6,2,2,2,1,10,,-28,22,1
5,NBA,2022,playoffs,1,,2.5,150,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,-7,0,0
5,NBA,2022,regular,27,0,337.865,20271.9,61,159,0.384,42,96,0.4375,19,63,0,11,12,0.917,8,32,40,46,22,7,5,13,18,0,-29,152,13
7,NBA,2022,playoffs,20,,343.0533333,20583.2,28,62,0.452,19,34,0.558823529,9,28,0,17,19,0.895,6,25,31,14,9,5,7,0,43,,-11,82,32
7,NBA,2022,regular,56,4,1091.116667,65467,160,328,0.488,130,224,0.580357143,30,104,0,87,117,0.744,38,106,144,69,46,18,17,17,99,0,-193,437,95
9,NBA,2022,regular,45,1,491.8166667,29509,69,160,0.431,14,19,0.736842105,55,141,0,13,15,0.867,10,43,53,21,10,11,8,3,53,0,-37,206,28
11,NBA,2022,playoffs,6,,69.15666667,4149.4,8,27,0.296,2,5,0.4,6,22,0,0,0,0,0,8,8,1,1,1,2,0,6,,-6,22,0
11,NBA,2022,regular,63,8,1330.508333,79830.5,200,465,0.43,105,207,0.507246377,95,258,0,27,34,0.794,22,132,154,95,43,35,10,16,97,0,-76,522,33
12,NBA,2022,regular,56,56,1938.891667,116333.5,459,1004,0.457,301,578,0.520761246,158,426,0,256,294,0.871,45,297,342,288,176,83,20,37,159,0,157,1332,230
13,NBA,2022,regular,49,2,480.445,28826.7,65,125,0.52,57,101,0.564356436,8,24,0,30,42,0.714,32,61,93,34,26,15,12,8,84,0,-4,168,36
17,NBA,2022,regular,78,55,2364.485,141869.1,192,470,0.409,41,73,0.561643836,151,397,0,26,37,0.703,32,251,283,108,36,54,13,9,166,0,-87,561,31
19,NBA,2022,regular,48,42,1184.351667,71061.1,138,307,0.45,44,89,0.494382022,94,218,0,27,30,0.9,21,77,98,59,28,45,12,14,93,0,-84,397,37
20,NBA,2022,playoffs,3,,68.47166667,4108.3,10,29,0.345,8,17,0.470588235,2,12,0,4,4,1,1,11,12,0,1,1,1,1,6,,-41,26,3
20,NBA,2022,regular,65,65,1825.113333,109506.8,274,643,0.426,162,336,0.482142857,112,307,0,68,87,0.782,29,229,258,114,56,42,21,15,136,0,-16,728,72
21,NBA,2022,regular,9,1,143.9016667,8634.1,24,57,0.421,17,29,0.586206897,7,28,0,17,21,0.81,3,13,16,19,4,2,2,5,11,0,-1,72,16
22,NBA,2022,regular,31,1,358.1133333,21486.8,45,117,0.385,24,42,0.571428571,21,75,0,10,13,0.769,27,80,107,53,32,4,14,5,57,0,-152,121,23
23,NBA,2022,playoffs,4,,46.24166667,2774.5,4,8,0.5,2,2,1,2,6,0,0,0,0,1,4,5,1,1,1,0,0,1,,-20,10,1
23,NBA,2022,regular,52,10,1016.33,60979.8,91,209,0.435,48,86,0.558139535,43,123,0,30,39,0.769,5,78,83,75,23,28,4,13,80,0,-142,255,46
25,NBA,2022,regular,71,45,2152.233333,129134,340,847,0.401,128,297,0.430976431,212,550,0,127,165,0.77,21,230,251,129,60,49,12,25,120,0,160,1019,155
27,NBA,2022,regular,60,60,1777.941667,106676.5,349,679,0.514,322,592,0.543918919,27,87,0,112,143,0.783,69,165,234,341,139,87,26,40,131,0,-130,837,112
28,NBA,2022,playoffs,2,,80.38,4822.8,24,44,0.545,18,34,0.529411765,6,10,0,15,17,0.882,3,10,13,12,6,4,1,0,5,,-7,69,12
28,NBA,2022,regular,52,50,1747.488333,104849.3,446,871,0.512,342,621,0.550724638,104,250,0,243,279,0.871,57,281,338,204,88,72,28,25,84,0,220,1239,214
